sample,n_matches,p_weighted_covered
ERR1582576,1,12.5
ERR1582766,0,0.0
ERR1582835,0,0
ERR1582888,0,0.0
ERR1582901,0,0.0
ERR1582924,0,0.0
ERR1582972,0,0
ERR1583010,0,0.0
ERR1583104,0,0.0
ERR1583145,2,26.7
ERR1583217,0,0.0
ERR1583269,0,0
ERR1583302,0,0.0
ERR1583331,0,0.0
ERR1583374,1,12.5
ERR1583388,0,0.0
ERR1583519,0,0.0
ERR1589067,1,80.0
ERR1589315,1,66.7
ERR1589333,1,4.8
ERR1589819,1,7.7
ERR1589836,1,14.3
ERR1589914,1,100.0
ERR1589953,1,70.6
ERR1589992,0,0
ERR1590987,0,0.0
ERR1591064,1,17.6
ERR1591066,1,57.1
ERR1591091,1,6.1
ERR1591101,1,6.7
ERR1591175,2,17.6
ERR1591239,3,14.3
ERR1591249,1,7.7
ERR1591310,1,9.1
ERR1591382,3,27.3
ERR1591442,2,54.5
ERR1593245,0,0.0
ERR1593439,0,0.0
ERR1594181,2,12.9
ERR1594249,0,0.0
ERR1594315,1,5.7
ERR1597151,0,0.0
ERR1597207,0,0
ERR1597264,2,23.5
ERR1597305,0,0.0
ERR1600667,1070,86.6
ERR1600749,1280,78.8
ERR1604529,0,0.0
ERR1614719,94,39.3
ERR1620293,458,92.8
ERR1620317,456,90.8
ERR1624538,1,33.3
ERR1624539,1,8.3
ERR1624581,1,66.7
ERR1624719,1,45.5
ERR1638440,2,26.8
ERR1638449,1,25.0
ERR164443,3,77.8
ERR1653131,33,64.0
ERR1653203,1,12.5
ERR1653352,1,4.5
ERR1653399,1,2.0
ERR1653491,2,23.1
ERR1653564,2,20.8
ERR1653575,1,22.2
ERR1653576,1,54.5
ERR1653619,1,1.1
ERR1656372,25,93.6
ERR1661345,1554,43.3
ERR1662181,66,7.2
ERR1662214,155,10.9
ERR1662250,55,3.6
ERR1662287,91,68.9
ERR1662397,58,27.1
ERR1662420,96,12.6
ERR1662526,21,17.0
ERR1662788,0,0.0
ERR1662816,2,13.3
ERR1662920,1,12.5
ERR1666289,0,0.0
ERR1666323,0,0.0
ERR1666437,1,16.7
ERR1666535,0,0.0
ERR1666845,1,14.3
ERR1666899,0,0.0
ERR1667074,0,0.0
ERR1667407,1,6.2
ERR1667639,0,0.0
ERR1667690,0,0.0
ERR1667730,1,2.6
ERR1667981,2,86.8
ERR1667982,1,58.5
ERR1668015,0,0.0
ERR1668211,1,11.5
ERR1668221,1,7.1
ERR1668610,0,0.0
ERR1668958,1,7.1
ERR1669063,1,14.8
ERR1669095,0,0.0
ERR1669133,1,8.0
ERR1669209,1,3.1
ERR1669239,1,1.8
ERR1669347,0,0.0
ERR1669826,0,0.0
ERR1669846,0,0.0
ERR1678388,0,0.0
ERR1688162,2,53.1
ERR1688185,1,54.9
ERR1688189,1,67.9
ERR1688790,0,0.0
ERR1692229,1,15.8
ERR1692265,0,0.0
ERR1692343,2,83.3
ERR1692345,0,0.0
ERR1692398,1,50.0
ERR1697511,1,50.0
ERR1697573,0,0.0
ERR1697677,1,27.8
ERR1700903,17,0.2
ERR1711705,997,89.4
ERR1711729,858,88.9
ERR1711756,932,88.0
ERR1711839,2,27.3
ERR1711874,92,0.2
ERR1711906,108,1.1
ERR1711940,187,1.0
ERR1711960,644,14.5
ERR1711964,509,2.6
ERR1711981,497,0.7
ERR1712046,387,0.9
ERR1712049,53,0.4
ERR1712160,20,0.3
ERR1712170,90,1.1
ERR1712231,51,1.8
ERR1717889,3,44.2
ERR1719187,22,0.0
ERR1719201,90,0.3
ERR1719490,6,0.0
ERR1719493,19,0.0
ERR1719500,20,0.2
ERR1720455,0,0.0
ERR1720467,0,0.0
ERR1720498,0,0.0
ERR1720503,0,0.0
ERR1720536,0,0.0
ERR1720541,0,0.0
ERR1720542,1,100.0
ERR1725820,213,51.2
ERR1725834,307,62.6
ERR1725968,962,37.1
ERR1725969,2641,24.2
ERR1726014,963,21.1
ERR1726546,303,0.7
ERR1726551,401,0.7
ERR1726622,285,0.5
ERR1726779,257,0.5
ERR1726864,2079,10.2
ERR1727360,874,77.9
ERR1727468,547,78.2
ERR1727512,836,87.3
ERR1727524,697,89.3
ERR1727539,877,87.1
ERR1727542,729,79.8
ERR1727728,989,82.0
ERR1727741,885,76.2
ERR1727794,379,90.0
ERR1727933,710,83.8
ERR1728034,689,81.6
ERR1728049,529,83.3
ERR1728164,690,89.4
ERR1728246,598,82.8
ERR1728495,139,87.9
ERR1728632,155,86.1
ERR1728673,127,81.9
ERR1728684,98,93.6
ERR1728689,142,83.9
ERR1728770,53,82.7
ERR1728898,147,77.7
ERR1728979,130,92.9
ERR1728984,97,90.2
ERR1729057,165,80.5
ERR1729060,239,85.9
ERR1729116,188,76.1
ERR1729122,150,90.1
ERR1729138,179,77.6
ERR1729165,115,92.3
ERR1729204,138,83.0
ERR1729255,98,89.5
ERR1729324,167,85.1
ERR1729325,187,83.6
ERR1729349,149,88.0
ERR1729368,120,86.8
ERR1729422,104,88.5
ERR1729428,147,77.5
ERR1729514,194,78.5
ERR1730270,1886,76.7
ERR1731833,334,35.8
ERR1732025,0,0.0
ERR1732078,0,0.0
ERR1732090,0,0.0
ERR1732093,1,75.0
ERR1732162,0,0
ERR1732173,1,33.3
ERR1732275,0,0.0
ERR1732297,1,60.0
ERR1732344,1,50.0
ERR1732357,0,0
ERR1737433,0,0
ERR1739691,228,3.3
ERR174181,8,84.6
ERR1742292,1,9.5
ERR1742295,0,0.0
ERR1742363,0,0.0
ERR1743296,197,2.6
ERR1743307,158,2.3
ERR1746347,1,50.0
ERR1746458,0,0.0
ERR1746460,0,0.0
ERR1746472,0,0.0
ERR1746576,1,14.3
ERR1746721,0,0.0
ERR1746828,1,14.3
ERR1746830,1,26.5
ERR1746851,0,0.0
ERR1746919,0,0.0
ERR1746937,1,22.7
ERR1746955,1,4.0
ERR1747018,0,0.0
ERR1749003,367,19.0
ERR1749011,280,24.0
ERR1749056,210,50.2
ERR1753720,0,0.0
ERR1753736,0,0.0
ERR1753749,0,0.0
ERR1753837,0,0.0
ERR1753843,1,9.1
ERR1753861,1,5.9
ERR1753885,0,0.0
ERR1753947,1,1.1
ERR1753958,0,0.0
ERR1754145,0,0.0
ERR1754171,2,8.0
ERR1754217,1,3.2
ERR1754370,1,3.8
ERR1754474,0,0.0
ERR1754589,1,1.5
ERR1754628,0,0.0
ERR1754655,0,0.0
ERR1755233,11,1.5
ERR1755255,20,1.7
ERR1755328,14,1.0
ERR1755351,7,1.9
ERR1759847,0,0.0
ERR1759860,1,10.0
ERR1759883,0,0.0
ERR1761102,1,96.8
ERR1761118,2,83.3
ERR1761127,2,44.6
ERR1761241,1,61.1
ERR1761246,1,94.4
ERR1761285,0,0.0
ERR1761432,0,0.0
ERR1762111,160,33.5
ERR1766521,0,0.0
ERR1766544,2,28.6
ERR1766572,3,30.4
ERR1766588,2,69.0
ERR1766625,1,50.0
ERR1766750,2,21.1
ERR1766787,2,42.9
ERR1769399,0,0.0
ERR1769565,0,0.0
ERR1769568,0,0.0
ERR1769619,0,0.0
ERR1770058,110,9.9
ERR1771566,0,0.0
ERR1771589,1,28.6
ERR1771628,0,0.0
ERR1771884,1,41.7
ERR1772034,0,0.0
ERR1772142,0,0.0
ERR1772272,1,25.0
ERR1772275,1,28.6
ERR1772287,0,0.0
ERR1772304,0,0.0
ERR1772308,0,0.0
ERR1772377,0,0.0
ERR1772384,0,0.0
ERR1772441,0,0.0
ERR1772521,1,10.0
ERR1772558,0,0.0
ERR1772585,0,0.0
ERR1772591,0,0.0
ERR1773437,0,0.0
ERR1773527,0,0.0
ERR1774037,42,48.3
ERR1774149,0,0.0
ERR1774307,1,44.4
ERR1774319,0,0.0
ERR1774321,0,0.0
ERR1774369,0,0.0
ERR1774487,0,0.0
ERR1774624,0,0.0
ERR1774683,0,0.0
ERR1774692,0,0.0
ERR1774702,0,0
ERR1774935,0,0.0
ERR1775024,0,0
ERR1776183,137,84.2
ERR1777821,0,0.0
ERR1777905,0,0.0
ERR1777920,2,35.3
ERR1778130,0,0.0
ERR1778270,0,0.0
ERR1780484,0,0.0
ERR1780547,1,12.5
ERR1780550,0,0.0
ERR1780601,2,10.4
ERR1780658,1,53.8
ERR1780684,1,7.7
ERR1780711,0,0.0
ERR1781683,1,93.3
ERR1791683,31,84.2
ERR1791726,51,89.9
ERR1793126,1,68.0
ERR1793148,1,28.6
ERR1793224,1,20.0
ERR1793289,1,2.6
ERR1793309,1,71.4
ERR1793321,1,62.5
ERR1793342,1,36.8
ERR1793349,3,68.8
ERR1793356,1,33.3
ERR1793543,1,7.1
ERR1793595,0,0.0
ERR1793693,1,35.7
ERR1793856,1,64.7
ERR1794026,0,0.0
ERR1794032,1,23.1
ERR1795901,2,14.1
ERR1799329,0,0.0
ERR1799491,0,0.0
ERR1799506,1,40.0
ERR1799562,2,65.6
ERR1799620,0,0.0
ERR1801659,241,43.4
ERR1801664,103,58.4
ERR1802891,0,0.0
ERR1802914,0,0.0
ERR1802940,0,0.0
ERR1803026,0,0.0
ERR1803068,0,0.0
ERR1811014,2,31.2
ERR1816589,80,71.7
ERR1821993,20,38.2
ERR1823606,253,93.9
ERR1824238,0,0.0
ERR1829211,1,1.4
ERR1829265,0,0.0
ERR1829281,0,0.0
ERR1829315,1,45.6
ERR1829393,0,0.0
ERR1829401,0,0.0
ERR1829472,0,0.0
ERR1829526,0,0.0
ERR1829694,0,0.0
ERR1829756,0,0.0
ERR1830590,0,0.0
ERR1830607,0,0
ERR1830746,0,0.0
ERR1830747,0,0.0
ERR1830764,0,0.0
ERR1830950,0,0.0
ERR1831102,0,0.0
ERR1831116,0,0.0
ERR1831117,0,0.0
ERR1831182,0,0.0
ERR1831189,0,0.0
ERR1831204,0,0
ERR1831276,0,0.0
ERR1831748,0,0.0
ERR1831786,0,0.0
ERR1832033,1,1.7
ERR1832121,0,0.0
ERR1832205,0,0.0
ERR1832380,0,0.0
ERR1837362,1,3.3
ERR1837394,1,6.7
ERR1837429,0,0.0
ERR1837447,0,0.0
ERR1839546,0,0.0
ERR1839549,0,0.0
ERR1840194,0,0
ERR1840700,2,3.6
ERR1840863,2,17.1
ERR1841256,2,100.0
ERR1841262,1,52.2
ERR1841311,1,59.3
ERR1841337,2,97.2
ERR1841404,1,65.2
ERR1841463,0,0.0
ERR1841547,0,0.0
ERR1841563,0,0.0
ERR1841595,1,100.0
ERR1841604,0,0.0
ERR1841609,0,0.0
ERR1841671,0,0.0
ERR1841744,0,0.0
ERR1841949,2,89.2
ERR1841962,1,79.8
ERR1842031,1,80.8
ERR1842035,1,95.0
ERR1842059,1,91.7
ERR1842155,0,0.0
ERR1842215,0,0.0
ERR1842226,0,0.0
ERR1842261,0,0.0
ERR1842372,0,0.0
ERR1842690,1,33.3
ERR1842772,0,0.0
ERR1842775,0,0.0
ERR1842803,0,0.0
ERR1843426,0,0.0
ERR1843531,0,0
ERR1843556,1,33.3
ERR1843686,0,0
ERR1843690,0,0.0
ERR1843739,0,0
ERR1843755,0,0
ERR1843938,2,80.0
ERR1843962,1,75.0
ERR1844066,1,50.0
ERR1844169,1,22.5
ERR1844256,0,0.0
ERR1844295,1,19.0
ERR1844325,1,20.0
ERR1844375,0,0.0
ERR1844520,0,0
ERR1844635,0,0.0
ERR1844772,1,54.2
ERR1844781,1,62.5
ERR1844842,2,87.1
ERR1844900,4,90.6
ERR1844905,1,97.4
ERR1845003,1,12.0
ERR1845169,0,0.0
ERR1845171,0,0.0
ERR1845173,0,0.0
ERR1845289,0,0.0
ERR1845292,1,50.0
ERR1845378,0,0.0
ERR1845442,0,0.0
ERR1845465,0,0.0
ERR1845491,1,90.5
ERR1845539,1,76.7
ERR1845681,2,33.3
ERR1845729,0,0.0
ERR1845841,1,25.0
ERR1845885,0,0.0
ERR1845947,0,0.0
ERR1846125,0,0
ERR1846295,563,39.4
ERR184729,104,75.7
ERR184867,87,65.0
ERR184958,66,64.5
ERR1852461,0,0.0
ERR1855271,113,8.3
ERR1855275,65,2.3
ERR1855276,85,4.8
ERR1855491,2,15.2
ERR1855655,1,32.1
ERR1855709,1,2.9
ERR1855779,1,2.3
ERR1855814,2,2.1
ERR1864492,6,0.8
ERR1864824,1,41.7
ERR1864851,1,0.5
ERR1865406,2,21.4
ERR1865461,1,16.7
ERR1865501,1,0.4
ERR1865612,0,0.0
ERR1865655,0,0.0
ERR1865766,1,6.1
ERR1865823,1,0.6
ERR1865865,0,0.0
ERR1865929,1,3.3
ERR1865976,0,0.0
ERR1866046,0,0.0
ERR1866084,1,11.1
ERR1866089,1,41.7
ERR1866290,0,0.0
ERR1866294,0,0.0
ERR1866384,0,0.0
ERR1866431,0,0.0
ERR1866515,1,3.1
ERR1866518,0,0.0
ERR1866561,0,0.0
ERR1866669,0,0.0
ERR1866674,0,0.0
ERR1866696,0,0.0
ERR1866840,0,0.0
ERR1866865,0,0.0
ERR1866926,0,0
ERR1867069,0,0
ERR1867109,0,0.0
ERR1867337,0,0.0
ERR1867383,2,83.3
ERR1867415,2,83.3
ERR1867431,0,0.0
ERR1867449,1,50.0
ERR1867923,2,75.0
ERR1867933,1,77.1
ERR1867981,0,0.0
ERR1868073,2,66.7
ERR1868221,0,0
ERR1868288,0,0.0
ERR1868437,0,0.0
ERR1868606,0,0.0
ERR1868679,0,0.0
ERR1868839,42,1.2
ERR187450,47,11.5
ERR187466,64,11.0
ERR1877479,228,92.8
ERR1877678,342,2.9
ERR1877729,12,0.9
ERR1877800,279,2.1
ERR1877804,356,3.4
ERR1877836,81,2.2
ERR1877894,131,3.8
ERR1877895,131,2.2
ERR1882555,0,0.0
ERR1882565,0,0.0
ERR1882586,0,0.0
ERR1882624,1,5.6
ERR1883204,0,0.0
ERR1883459,13,4.6
ERR1883463,51,3.6
ERR1883591,0,0.0
ERR1883793,4,3.7
ERR1883864,126,21.2
ERR1883895,37,2.9
ERR1883912,101,22.5
ERR1883981,136,15.2
ERR1884017,47,54.9
ERR1884190,42,5.7
ERR1886421,1,87.5
ERR1887376,0,0
ERR1887404,0,0.0
ERR1887405,0,0.0
ERR1887434,0,0.0
ERR1887441,0,0.0
ERR1887443,1,97.6
ERR1887525,0,0.0
ERR1887531,0,0.0
ERR1887534,1,100.0
ERR1887696,0,0.0
ERR1887712,0,0.0
ERR1887979,0,0.0
ERR1890485,0,0.0
ERR1896644,0,0.0
ERR1896669,0,0.0
ERR1896680,0,0.0
ERR1896802,0,0.0
ERR1896849,0,0.0
ERR1896853,2,66.7
ERR1896933,1,16.7
ERR1896945,0,0.0
ERR1896967,0,0.0
ERR1896978,0,0.0
ERR1896997,0,0.0
ERR1897295,2,28.6
ERR1897397,1,74.1
ERR1897401,0,0.0
ERR1897437,0,0.0
ERR1897478,0,0.0
ERR1897479,0,0.0
ERR1897528,0,0.0
ERR1897558,1,25.0
ERR1897588,1,33.3
ERR1897594,0,0.0
ERR1897636,0,0.0
ERR1897701,1,25.0
ERR1897857,1,14.3
ERR1897859,1,33.3
ERR1897889,1,66.7
ERR1905131,1,66.7
ERR1905168,0,0
ERR1912969,782,80.2
ERR1913077,572,87.1
ERR1913137,198,20.2
ERR1913201,340,91.0
ERR1913226,199,81.9
ERR1913314,171,95.8
ERR1913382,179,73.7
ERR1913411,190,70.6
ERR1913453,161,82.6
ERR1913469,178,64.3
ERR1913533,160,76.5
ERR1913544,203,57.6
ERR1913680,234,66.5
ERR1913800,194,82.1
ERR1913914,266,64.2
ERR1913919,238,66.0
ERR1914031,234,59.9
ERR1914044,167,65.7
ERR1914072,169,60.8
ERR1914137,236,58.0
ERR1914161,260,72.1
ERR1914187,178,62.1
ERR1914213,186,64.2
ERR1914271,165,80.2
ERR1914339,142,74.4
ERR1914543,224,63.4
ERR1914618,154,81.5
ERR1914621,143,82.0
ERR1914701,173,62.2
ERR1914789,168,71.0
ERR1914864,256,72.9
ERR1914933,215,56.1
ERR1914941,205,55.3
ERR1915409,181,67.8
ERR1915483,202,64.8
ERR1915585,252,64.4
ERR1915645,199,62.1
ERR1915761,190,63.2
ERR1915788,145,68.9
ERR1915859,138,55.1
ERR1915874,190,62.1
ERR1915913,175,50.4
ERR1915918,182,47.7
ERR1915941,205,63.1
ERR1916002,159,81.0
ERR1916003,167,81.8
ERR1916004,153,81.6
ERR1916054,212,64.7
ERR1916122,250,74.5
ERR1916371,95,82.1
ERR1924590,1,67.0
ERR1924638,4,52.5
ERR1924639,6,34.0
ERR1938821,0,0.0
ERR1938854,0,0.0
ERR1938865,0,0.0
ERR1938913,0,0.0
ERR1938917,0,0.0
ERR1939156,0,0.0
ERR1939971,15,76.6
ERR1942530,2,6.4
ERR1942584,1,1.0
ERR1942666,1,12.4
ERR1942670,4,34.5
ERR1942700,4,25.0
ERR1942724,4,28.6
ERR1942757,2,20.3
ERR1942765,3,68.4
ERR1942784,4,38.6
ERR1943048,2,62.5
ERR1943143,1,42.9
ERR1943202,2,50.0
ERR1943241,0,0.0
ERR1948568,0,0.0
ERR1948574,0,0.0
ERR1951258,319,75.6
ERR1953119,13,66.1
ERR1953136,14,66.0
ERR1953169,13,79.7
ERR1953391,0,0.0
ERR1953411,0,0.0
ERR1953438,0,0.0
ERR1959439,0,0.0
ERR1959500,1,5.0
ERR1959596,1,4.3
ERR1959610,0,0.0
ERR1972029,0,0.0
ERR1974125,0,0.0
ERR1974170,1,4.3
ERR1974198,2,18.2
ERR1976561,2,69.5
ERR1976575,1,55.1
ERR197773,0,0.0
ERR197775,0,0.0
ERR197790,0,0.0
ERR1980784,1,11.1
ERR1981029,1,50.0
ERR1981032,1,7.7
ERR1981051,1171,38.9
ERR1987876,2,0.1
ERR1987912,3,0.1
ERR1987922,2,1.4
ERR1987924,2,0.1
ERR1987997,0,0.0
ERR1988068,0,0.0
ERR1988103,0,0.0
ERR1988174,1,0.1
ERR1999797,800,82.8
ERR1999817,537,82.4
ERR2000645,55,14.8
ERR2000834,111,13.4
ERR2000835,104,13.1
ERR2001104,63,72.0
ERR2001111,47,51.8
ERR2001157,30,56.8
ERR2001183,37,56.0
ERR2001197,340,69.9
ERR2001226,135,52.1
ERR2001325,7,0.3
ERR2001464,12,0.3
ERR2001476,3,2.0
ERR2001477,4,0.5
ERR2001499,1,0.9
ERR2001575,94,25.5
ERR2001696,4,1.2
ERR2002397,192,39.8
ERR2004604,561,3.6
ERR2004605,389,2.0
ERR2012707,1,6.5
ERR2012744,1,2.6
ERR2012786,1,28.2
ERR2012946,0,0.0
ERR2013076,2,24.6
ERR2013117,1,99.4
ERR2013367,1,100.0
ERR2013468,0,0.0
ERR2013566,1166,82.4
ERR2014374,84,61.9
ERR2017483,893,92.0
ERR2017543,998,91.9
ERR2017725,777,91.0
ERR2017738,851,90.1
ERR2019368,2811,23.6
ERR2019376,2426,27.1
ERR2019421,15,4.9
ERR2019424,40,12.7
ERR2019435,72,11.2
ERR2022390,302,59.1
ERR2026042,240,58.5
ERR2026959,261,77.9
ERR2030063,106,70.1
ERR2030090,26,4.1
ERR2030137,223,42.8
ERR2032321,0,0.0
ERR2032399,0,0.0
ERR2032401,1,8.3
ERR2032636,0,0.0
ERR2032734,1,16.7
ERR2032736,0,0.0
ERR2032753,0,0.0
ERR2032899,0,0.0
ERR2032919,0,0.0
ERR2033246,0,0.0
ERR2033264,1,80.0
ERR2033300,0,0.0
ERR2033345,1,42.1
ERR2033393,2,61.9
ERR2033566,0,0.0
ERR2033574,3,92.3
ERR2036453,0,0
ERR2036458,0,0.0
ERR2039270,2,100.0
ERR2041977,203,1.9
ERR2044640,392,66.9
ERR2045803,5,19.8
ERR2045943,3,35.3
ERR2046057,4,39.5
ERR2046091,2,91.7
ERR2046209,3,30.0
ERR2046243,4,37.1
ERR2046463,3,35.3
ERR2046535,3,46.5
ERR2046725,2,37.5
ERR2046893,3,28.9
ERR2046985,1,91.6
ERR2047274,3,29.2
ERR2047282,3,27.3
ERR2047346,4,36.7
ERR2047551,3,16.7
ERR2047751,2,12.5
ERR2047817,1,100.0
ERR2048019,3,7.8
ERR2048150,5,78.3
ERR2048178,4,47.4
ERR2048488,4,30.6
ERR2048500,3,69.2
ERR2048564,4,31.0
ERR2048750,6,49.6
ERR2048895,4,13.3
ERR2048998,3,28.1
ERR2049186,3,10.4
ERR2049596,2,45.8
ERR2049686,3,76.8
ERR2049990,3,13.2
ERR2050264,1,61.5
ERR2050658,2,8.7
ERR2050688,2,57.5
ERR2050838,2,86.2
ERR2051160,1,89.3
ERR2051264,1,71.4
ERR2051478,2,10.9
ERR2051554,4,19.0
ERR2051758,3,22.6
ERR2051882,3,57.9
ERR2051892,3,65.4
ERR2051932,3,63.3
ERR2051934,1,17.6
ERR2051982,1,31.8
ERR2052084,4,6.8
ERR2052128,2,25.0
ERR2052419,4,9.2
ERR2052641,3,33.3
ERR2053269,3,85.6
ERR2053627,3,78.8
ERR2053705,3,62.9
ERR2053713,2,38.9
ERR2053999,2,81.8
ERR2054143,4,26.6
ERR2054236,2,74.5
ERR2054294,2,25.0
ERR2054340,3,93.2
ERR2054640,2,79.4
ERR2054742,1,68.8
ERR2054782,1,8.3
ERR2054796,2,25.0
ERR2054858,2,7.9
ERR2054882,3,23.3
ERR2055082,2,28.6
ERR2055094,1,45.5
ERR2055116,2,3.5
ERR2055320,2,39.0
ERR2055350,2,71.9
ERR2055388,2,18.4
ERR2055424,3,26.7
ERR2056770,0,0.0
ERR2056776,0,0
ERR2056777,0,0.0
ERR2056783,0,0.0
ERR2056793,0,0
ERR2056877,0,0.0
ERR2057011,0,0.0
ERR2057060,0,0.0
ERR2057077,0,0.0
ERR2057108,0,0
ERR2057140,0,0
ERR2057217,0,0.0
ERR2059940,372,54.6
ERR206027,3,0.5
ERR206076,7,0.6
ERR206137,57,56.8
ERR206229,16,0.7
ERR2078414,237,3.4
ERR208367,15,19.7
ERR208386,10,11.5
ERR208492,10,14.6
ERR2091906,0,0.0
ERR2091907,0,0.0
ERR2091932,0,0.0
ERR2091963,1,11.1
ERR2092000,1,25.0
ERR2092014,0,0.0
ERR2092025,0,0.0
ERR2092264,1,14.3
ERR2092382,1,25.0
ERR209240,849,78.8
ERR2092413,0,0.0
ERR2092504,0,0.0
ERR2092609,0,0.0
ERR2092774,1941,28.5
ERR209277,224,84.7
ERR209281,477,72.7
ERR209297,335,81.1
ERR209331,379,76.6
ERR209364,228,90.8
ERR209382,551,78.0
ERR2094669,863,19.2
ERR209583,990,67.5
ERR209642,343,80.2
ERR209648,983,87.6
ERR209661,732,85.7
ERR209683,214,85.4
ERR209725,370,84.3
ERR2098377,1895,31.2
ERR2098393,1258,14.2
ERR209861,850,76.2
ERR209931,295,72.7
ERR209948,281,80.1
ERR209949,19,75.8
ERR210055,178,86.8
ERR210110,18,88.6
ERR210284,56,90.7
ERR210295,187,79.3
ERR210304,130,81.6
ERR2103468,0,0.0
ERR210413,87,79.6
ERR210425,52,72.5
ERR210453,163,81.7
ERR210502,184,77.8
ERR210527,165,87.2
ERR210566,220,80.8
ERR2106971,0,0.0
ERR2107026,1,22.2
ERR2107134,1,22.2
ERR2107325,1,20.0
ERR2108440,1,33.3
ERR2108523,1,14.3
ERR2108531,1,25.0
ERR2108548,0,0.0
ERR2108677,0,0.0
ERR2108779,1,100.0
ERR2108782,1,100.0
ERR2108916,0,0.0
ERR2109088,0,0.0
ERR2114703,3,28.9
ERR2117464,0,0
ERR2117477,0,0.0
ERR2117502,1,66.7
ERR2119535,1,9.5
ERR2119671,2,18.9
ERR2124855,1,41.7
ERR2124883,1,23.1
ERR2124966,0,0.0
ERR2130494,0,0.0
ERR2130517,1,50.0
ERR2130546,0,0.0
ERR2136659,1070,51.6
ERR2136662,1153,53.0
ERR2136693,143,52.2
ERR2136854,0,0.0
ERR2136922,1,2.4
ERR2136946,1,42.9
ERR2144868,77,42.3
ERR2144892,45,29.5
ERR2144961,47,5.4
ERR2144983,425,15.6
ERR2145431,61,7.0
ERR2145547,1,21.4
ERR2155152,29,38.9
ERR2162494,0,0.0
ERR2162609,0,0.0
ERR2162767,3,45.5
ERR2162985,1,16.7
ERR2163020,2,11.1
ERR2163060,2,47.3
ERR2163105,2,15.9
ERR2163124,1,12.5
ERR2163197,2,14.3
ERR2163943,0,0.0
ERR2164115,0,0.0
ERR2164193,0,0.0
ERR2164439,0,0.0
ERR2164450,0,0.0
ERR2164749,1,66.7
ERR2164800,1,25.0
ERR2164847,1,33.3
ERR2165021,0,0.0
ERR2165057,1,55.9
ERR2165083,4,5.1
ERR2165149,2,41.2
ERR2165552,2,19.0
ERR2165663,1,4.2
ERR2165720,6,22.8
ERR2165881,2,26.3
ERR2165998,3,39.0
ERR2166257,4,7.3
ERR2166385,1,5.9
ERR2166858,3,48.3
ERR2167638,69,61.9
ERR2167700,59,25.9
ERR2167706,36,17.3
ERR2167726,763,28.8
ERR2167910,446,15.4
ERR2169001,43,5.8
ERR2169033,3,3.4
ERR2169043,16,3.6
ERR2172362,1,40.0
ERR2172413,0,0.0
ERR2172437,1,28.6
ERR2172472,1,47.6
ERR2172491,1,54.5
ERR2172518,1,50.0
ERR2172577,1,25.0
ERR2172590,3,88.9
ERR2172633,1,25.0
ERR2172698,1,85.7
ERR2172752,1,20.0
ERR2172758,1,66.7
ERR2172840,1,77.8
ERR2172850,1,95.9
ERR2172893,0,0.0
ERR2173063,0,0.0
ERR2173178,1,60.0
ERR2173787,1,77.0
ERR2173790,1,61.8
ERR2177368,2,59.5
ERR2177664,1,41.3
ERR2178021,1,8.1
ERR2178134,2,17.0
ERR2178139,2,30.4
ERR2178210,22,13.3
ERR2178266,14,24.9
ERR2183054,1,33.3
ERR2183266,0,0.0
ERR2183297,1,50.0
ERR2183604,0,0.0
ERR2183636,0,0.0
ERR2183647,0,0.0
ERR2183732,0,0
ERR2183736,1,25.0
ERR2183831,0,0
ERR2183845,0,0.0
ERR2184001,0,0.0
ERR2184031,0,0.0
ERR2184060,0,0.0
ERR2184141,1,42.9
ERR2190647,1,3.4
ERR2190735,1,21.9
ERR2191851,3,0.1
ERR2191958,254,2.7
ERR2193608,284,33.5
ERR2193632,297,43.0
ERR2193776,176,26.0
ERR2193792,278,39.9
ERR2193806,251,34.9
ERR2193891,163,37.4
ERR2193902,222,32.6
ERR2193918,19,1.3
ERR2193951,32,5.8
ERR2193963,82,7.3
ERR2194024,173,24.1
ERR2194030,169,22.3
ERR2194045,151,45.4
ERR2194062,201,42.2
ERR2194077,214,55.8
ERR2194092,206,26.9
ERR2194480,56,13.9
ERR2197836,20,10.2
ERR2198680,838,80.7
ERR2198681,210,94.6
ERR2200451,40,5.2
ERR2200472,912,14.6
ERR2200571,397,22.7
ERR2200608,430,26.4
ERR2205766,509,86.7
ERR2205769,520,93.9
ERR2205817,291,95.7
ERR2205843,416,84.0
ERR2210409,1,10.7
ERR2213709,1060,72.0
ERR2213728,807,75.5
ERR2213731,655,81.1
ERR2216024,6,2.4
ERR2216069,211,64.6
ERR2220843,196,14.1
ERR2224228,0,0.0
ERR2224265,0,0.0
ERR2224377,0,0.0
ERR2224623,0,0.0
ERR2224688,0,0.0
ERR2224769,0,0.0
ERR2224862,0,0.0
ERR2225136,0,0.0
ERR2225175,0,0.0
ERR2227340,662,89.6
ERR2227406,818,86.4
ERR2227418,747,87.7
ERR2227428,746,85.0
ERR2227567,891,87.5
ERR2227647,970,91.7
ERR2227653,1139,86.2
ERR2227665,697,88.2
ERR2227705,250,90.0
ERR2227827,1170,82.6
ERR2227904,474,93.9
ERR2227933,626,92.7
ERR2228770,679,17.6
ERR2230645,340,70.8
ERR2230656,314,72.7
ERR2235037,7,13.6
ERR2235321,921,69.4
ERR2235323,644,82.3
ERR2235334,943,79.3
ERR2238683,30,96.1
ERR2238724,27,95.2
ERR2238742,12,93.8
